Gene	logFC_BH	PValue_BH	logFC_BC	PValue_BC	logFC_HC	PValue_HC	logFC_LB	PValue_LB	FDR_BH	FDR_BC	FDR_HC	FDR_LB
FBgn0034566	0.13	0.02	-0.15	0.03	-0.28	0.00	-0.02	0.89	0.11	0.24	0.00	0.99
FBgn0022023	-0.03	0.58	-0.04	0.56	-0.01	0.91	-0.07	0.52	0.76	0.82	0.95	0.91
FBgn0051635	-0.03	0.67	-0.02	0.83	0.01	0.85	-0.05	0.73	0.83	0.94	0.92	0.96
FBgn0044323	-0.09	0.06	0.06	0.29	0.14	0.00	-0.03	0.72	0.21	0.65	0.01	0.96
FBgn0023415	0.08	0.28	0.17	0.04	0.10	0.19	0.25	0.07	0.52	0.29	0.36	0.42
FBgn0051004	0.10	0.44	0.10	0.48	0.00	0.97	0.20	0.41	0.67	0.78	0.98	0.85
FBgn0013759	-0.15	0.02	0.06	0.44	0.21	0.00	-0.10	0.43	0.09	0.75	0.01	0.86
FBgn0034797	-0.20	0.00	0.03	0.66	0.23	0.00	-0.17	0.17	0.02	0.87	0.00	0.63
FBgn0052026	0.06	0.37	-0.10	0.18	-0.16	0.02	-0.04	0.73	0.61	0.54	0.06	0.96
FBgn0031021	-0.34	0.00	-0.26	0.00	0.08	0.17	-0.61	0.00	0.00	0.01	0.32	0.00
FBgn0022361	-0.07	0.30	0.01	0.91	0.08	0.24	-0.06	0.63	0.54	0.96	0.41	0.94
FBgn0031836	-0.09	0.09	-0.06	0.31	0.03	0.59	-0.15	0.13	0.27	0.67	0.74	0.56
FBgn0015509	0.00	0.94	-0.02	0.76	-0.01	0.78	-0.02	0.83	0.97	0.91	0.87	0.98
FBgn0028399	0.03	0.51	0.12	0.03	0.09	0.06	0.15	0.09	0.72	0.24	0.15	0.47
FBgn0030693	0.01	0.85	0.00	0.94	-0.01	0.79	0.01	0.96	0.93	0.98	0.88	0.99
FBgn0015737	0.08	0.24	0.17	0.03	0.09	0.20	0.25	0.06	0.48	0.27	0.36	0.37
FBgn0085434	-0.18	0.14	0.06	0.70	0.24	0.05	-0.13	0.60	0.36	0.88	0.15	0.93
FBgn0035771	-0.07	0.18	0.03	0.59	0.11	0.05	-0.04	0.71	0.41	0.84	0.14	0.96
FBgn0031240	0.06	0.41	-0.15	0.07	-0.21	0.00	-0.09	0.49	0.64	0.36	0.02	0.89
FBgn0020443	0.01	0.82	0.01	0.80	0.00	0.95	0.03	0.79	0.91	0.92	0.97	0.97
FBgn0034645	-0.25	0.00	-0.23	0.01	0.02	0.83	-0.48	0.00	0.02	0.17	0.90	0.03
FBgn0037924	0.09	0.18	-0.07	0.39	-0.16	0.02	0.02	0.85	0.41	0.72	0.07	0.98
FBgn0035397	0.08	0.25	0.22	0.00	0.14	0.03	0.30	0.02	0.49	0.10	0.11	0.20
FBgn0019968	-0.01	0.94	0.05	0.51	0.06	0.40	0.05	0.72	0.97	0.79	0.57	0.96
FBgn0032479	-0.11	0.03	-0.01	0.84	0.10	0.06	-0.12	0.22	0.16	0.94	0.16	0.69
FBgn0035207	-0.16	0.00	-0.08	0.16	0.07	0.17	-0.24	0.02	0.03	0.52	0.32	0.17
FBgn0004875	-0.12	0.05	-0.01	0.84	0.11	0.08	-0.14	0.24	0.19	0.94	0.19	0.72
FBgn0029947	0.05	0.47	-0.10	0.19	-0.14	0.03	-0.05	0.68	0.69	0.55	0.09	0.95
FBgn0036925	0.11	0.12	-0.14	0.09	-0.26	0.00	-0.03	0.84	0.32	0.41	0.01	0.98
FBgn0261671	0.19	0.08	0.10	0.44	-0.10	0.40	0.29	0.17	0.26	0.75	0.57	0.63
FBgn0263391	-0.07	0.14	-0.11	0.05	-0.04	0.41	-0.18	0.05	0.36	0.31	0.59	0.34
FBgn0032285	0.51	0.00	0.24	0.03	-0.27	0.00	0.74	0.00	0.00	0.24	0.02	0.00
FBgn0051226	-0.02	0.83	-0.05	0.59	-0.03	0.68	-0.06	0.66	0.92	0.83	0.81	0.94
FBgn0034711	0.02	0.89	0.09	0.54	0.07	0.57	0.10	0.66	0.95	0.81	0.72	0.94
FBgn0261554	-0.06	0.27	0.15	0.01	0.21	0.00	0.10	0.32	0.51	0.14	0.00	0.79
FBgn0004516	-0.18	0.00	-0.11	0.10	0.06	0.29	-0.29	0.01	0.03	0.43	0.46	0.12
FBgn0032397	0.13	0.03	-0.12	0.08	-0.25	0.00	0.01	0.95	0.15	0.39	0.00	0.99
FBgn0063497	-0.04	0.77	-0.22	0.11	-0.19	0.12	-0.26	0.26	0.89	0.45	0.26	0.74
FBgn0033221	0.04	0.50	0.00	0.97	-0.04	0.48	0.04	0.74	0.71	0.99	0.64	0.96
FBgn0028397	0.05	0.41	-0.04	0.57	-0.09	0.14	0.01	0.93	0.64	0.82	0.28	0.99
FBgn0022764	0.02	0.72	0.11	0.15	0.09	0.19	0.13	0.29	0.86	0.51	0.35	0.77
FBgn0032666	0.03	0.52	0.00	0.94	-0.03	0.58	0.04	0.70	0.73	0.98	0.73	0.96
FBgn0032774	0.21	0.00	0.36	0.00	0.15	0.05	0.57	0.00	0.04	0.00	0.13	0.00
FBgn0033570	-0.14	0.01	-0.21	0.00	-0.07	0.26	-0.35	0.00	0.08	0.05	0.43	0.03
FBgn0024277	-0.06	0.31	0.03	0.68	0.09	0.14	-0.03	0.78	0.55	0.88	0.28	0.97
FBgn0004512	0.20	0.02	-0.08	0.43	-0.28	0.00	0.12	0.49	0.13	0.74	0.01	0.89
FBgn0038925	-0.17	0.01	-0.16	0.03	0.01	0.83	-0.33	0.01	0.05	0.24	0.90	0.08
FBgn0259246	-0.22	0.07	0.05	0.73	0.26	0.03	-0.17	0.47	0.25	0.90	0.09	0.88
FBgn0038111	0.02	0.78	-0.06	0.39	-0.07	0.20	-0.04	0.71	0.90	0.72	0.37	0.96
FBgn0036170	0.09	0.22	-0.13	0.12	-0.22	0.00	-0.04	0.76	0.46	0.46	0.02	0.96
FBgn0027567	0.01	0.88	0.10	0.18	0.09	0.16	0.10	0.38	0.95	0.54	0.31	0.84
FBgn0036816	0.15	0.06	-0.01	0.95	-0.15	0.05	0.14	0.35	0.23	0.98	0.14	0.82
FBgn0027594	0.10	0.15	0.02	0.77	-0.08	0.27	0.12	0.35	0.37	0.91	0.44	0.82
FBgn0034576	-0.31	0.00	-0.28	0.00	0.03	0.67	-0.59	0.00	0.00	0.03	0.79	0.00
FBgn0265263	0.18	0.01	-0.15	0.06	-0.33	0.00	0.03	0.81	0.06	0.34	0.00	0.97
FBgn0037705	-0.20	0.02	0.08	0.41	0.29	0.00	-0.12	0.46	0.10	0.73	0.01	0.88
FBgn0051773	0.08	0.23	-0.15	0.05	-0.23	0.00	-0.07	0.59	0.46	0.32	0.01	0.93
FBgn0031637	-0.03	0.56	0.12	0.06	0.15	0.01	0.09	0.40	0.75	0.34	0.03	0.85
FBgn0033093	-0.16	0.09	-0.20	0.07	-0.04	0.69	-0.36	0.05	0.27	0.36	0.81	0.32
FBgn0035693	0.14	0.05	-0.05	0.52	-0.19	0.01	0.09	0.53	0.20	0.80	0.03	0.91
FBgn0052628	0.02	0.76	-0.10	0.20	-0.12	0.07	-0.08	0.54	0.89	0.56	0.18	0.91
FBgn0031897	0.04	0.50	0.04	0.50	0.01	0.92	0.08	0.44	0.71	0.78	0.96	0.87
FBgn0030276	0.01	0.90	0.06	0.35	0.06	0.34	0.07	0.53	0.95	0.69	0.51	0.91
FBgn0033862	0.12	0.19	-0.13	0.21	-0.25	0.01	-0.01	0.94	0.43	0.57	0.03	0.99
FBgn0035121	-0.07	0.25	0.02	0.73	0.09	0.12	-0.04	0.69	0.49	0.90	0.26	0.95
FBgn0001114	0.11	0.30	0.05	0.66	-0.05	0.60	0.16	0.42	0.54	0.87	0.74	0.86
FBgn0033738	0.06	0.25	-0.04	0.50	-0.10	0.05	0.02	0.84	0.49	0.78	0.14	0.98
FBgn0263352	-0.03	0.74	0.05	0.61	0.09	0.36	0.02	0.90	0.87	0.85	0.53	0.99
FBgn0033382	0.01	0.85	-0.15	0.02	-0.16	0.01	-0.14	0.20	0.93	0.23	0.03	0.67
FBgn0028671	0.04	0.45	0.09	0.14	0.05	0.34	0.13	0.20	0.67	0.49	0.52	0.67
FBgn0024947	0.00	0.97	-0.03	0.70	-0.02	0.68	-0.03	0.80	0.99	0.88	0.80	0.97
FBgn0035237	-0.19	0.01	0.01	0.87	0.20	0.01	-0.17	0.22	0.07	0.95	0.03	0.69
FBgn0038269	0.05	0.42	-0.07	0.30	-0.12	0.05	-0.02	0.84	0.65	0.66	0.13	0.98
FBgn0259938	-0.13	0.16	0.18	0.09	0.32	0.00	0.05	0.77	0.38	0.40	0.01	0.96
FBgn0053556	-0.38	0.00	-0.11	0.26	0.28	0.00	-0.49	0.00	0.00	0.62	0.01	0.03
FBgn0085197	0.01	0.93	-0.08	0.41	-0.08	0.30	-0.07	0.65	0.97	0.73	0.47	0.94
FBgn0004362	0.04	0.56	-0.06	0.41	-0.10	0.13	-0.03	0.85	0.75	0.73	0.27	0.98
FBgn0002645	-0.17	0.01	-0.07	0.38	0.11	0.10	-0.24	0.06	0.06	0.72	0.23	0.36
FBgn0023169	-0.04	0.46	0.05	0.44	0.09	0.10	0.01	0.94	0.68	0.75	0.23	0.99
FBgn0040733	-0.04	0.79	0.05	0.75	0.09	0.52	0.01	0.96	0.90	0.91	0.68	0.99
FBgn0243516	-0.03	0.56	-0.06	0.36	-0.03	0.64	-0.09	0.39	0.75	0.70	0.77	0.85
FBgn0004436	-0.12	0.04	-0.13	0.04	-0.01	0.81	-0.25	0.02	0.16	0.30	0.89	0.20
FBgn0035060	-0.05	0.27	-0.04	0.48	0.01	0.78	-0.09	0.31	0.51	0.77	0.87	0.79
FBgn0261710	-0.21	0.01	0.09	0.36	0.30	0.00	-0.12	0.44	0.07	0.69	0.00	0.87
FBgn0031908	-0.25	0.00	-0.22	0.00	0.04	0.58	-0.47	0.00	0.00	0.07	0.73	0.00
FBgn0029868	-0.35	0.00	-0.37	0.00	-0.02	0.76	-0.73	0.00	0.00	0.00	0.86	0.00
FBgn0260936	0.07	0.21	-0.07	0.24	-0.14	0.01	-0.01	0.95	0.45	0.60	0.04	0.99
FBgn0265191	-0.28	0.00	-0.05	0.51	0.22	0.00	-0.33	0.01	0.00	0.79	0.01	0.13
FBgn0061515	0.03	0.62	-0.02	0.80	-0.04	0.44	0.01	0.91	0.80	0.93	0.61	0.99
FBgn0250844	0.09	0.16	-0.08	0.28	-0.18	0.01	0.01	0.94	0.39	0.63	0.04	0.99
FBgn0264491	-0.04	0.52	-0.05	0.55	0.00	0.96	-0.09	0.48	0.72	0.81	0.98	0.89
FBgn0010516	0.04	0.57	0.02	0.82	-0.02	0.77	0.06	0.67	0.76	0.93	0.86	0.95
FBgn0000250	-0.03	0.58	0.14	0.02	0.16	0.00	0.11	0.26	0.77	0.20	0.01	0.73
FBgn0003250	-0.05	0.43	0.10	0.21	0.15	0.02	0.04	0.73	0.66	0.57	0.08	0.96
FBgn0030519	0.13	0.07	0.00	0.99	-0.13	0.07	0.13	0.34	0.24	1.00	0.18	0.82
FBgn0052473	0.01	0.84	0.05	0.52	0.03	0.59	0.06	0.63	0.92	0.80	0.74	0.94
FBgn0038921	0.08	0.27	-0.15	0.08	-0.24	0.00	-0.07	0.62	0.51	0.38	0.01	0.94
FBgn0031561	0.64	0.00	0.51	0.00	-0.13	0.27	1.15	0.00	0.00	0.01	0.44	0.00
FBgn0250847	-0.06	0.44	-0.23	0.01	-0.17	0.02	-0.29	0.04	0.66	0.13	0.08	0.31
FBgn0020660	0.08	0.20	0.13	0.06	0.05	0.39	0.21	0.08	0.43	0.35	0.57	0.42
FBgn0031629	-0.13	0.02	-0.08	0.24	0.05	0.37	-0.21	0.06	0.12	0.61	0.54	0.37
FBgn0261642	-0.06	0.58	-0.04	0.73	0.02	0.89	-0.10	0.62	0.77	0.90	0.94	0.94
FBgn0262114	0.01	0.86	0.10	0.11	0.09	0.09	0.11	0.29	0.93	0.44	0.21	0.76
FBgn0033717	0.21	0.00	0.06	0.48	-0.15	0.03	0.27	0.05	0.03	0.77	0.10	0.34
FBgn0030412	-0.14	0.05	-0.01	0.95	0.14	0.06	-0.15	0.29	0.20	0.98	0.15	0.76
FBgn0265082	-0.06	0.46	0.12	0.17	0.17	0.02	0.06	0.66	0.68	0.53	0.07	0.94
FBgn0034368	0.12	0.01	0.01	0.82	-0.11	0.02	0.13	0.13	0.07	0.93	0.07	0.56
FBgn0035793	-0.03	0.55	0.09	0.14	0.13	0.02	0.06	0.57	0.75	0.50	0.08	0.93
FBgn0026262	-0.01	0.83	0.05	0.40	0.06	0.23	0.04	0.69	0.92	0.73	0.40	0.95
FBgn0261922	-0.12	0.06	0.10	0.19	0.22	0.00	-0.03	0.84	0.22	0.55	0.01	0.98
FBgn0031920	0.11	0.10	-0.17	0.02	-0.28	0.00	-0.07	0.58	0.29	0.21	0.00	0.93
FBgn0265262	-0.15	0.00	-0.13	0.03	0.02	0.69	-0.28	0.00	0.03	0.25	0.82	0.06
FBgn0027585	-0.19	0.00	0.05	0.39	0.24	0.00	-0.14	0.19	0.01	0.72	0.00	0.65
FBgn0028577	0.05	0.37	0.07	0.26	0.02	0.69	0.12	0.26	0.61	0.62	0.81	0.73
FBgn0026479	0.03	0.52	-0.05	0.36	-0.08	0.09	-0.02	0.82	0.73	0.69	0.21	0.98
FBgn0034400	0.05	0.49	0.07	0.35	0.03	0.70	0.12	0.36	0.70	0.69	0.82	0.82
FBgn0036318	0.03	0.63	0.05	0.39	0.03	0.61	0.08	0.45	0.80	0.72	0.75	0.87
FBgn0004175	0.25	0.00	-0.13	0.16	-0.39	0.00	0.12	0.44	0.02	0.53	0.00	0.87
FBgn0038257	0.84	0.01	0.23	0.49	-0.61	0.04	1.07	0.06	0.05	0.78	0.12	0.38
FBgn0015571	0.09	0.10	-0.07	0.28	-0.16	0.00	0.02	0.83	0.29	0.63	0.02	0.98
FBgn0250791	-0.03	0.46	0.02	0.68	0.06	0.22	-0.01	0.89	0.68	0.88	0.39	0.99
FBgn0010053	-0.02	0.84	0.16	0.20	0.18	0.09	0.14	0.51	0.92	0.56	0.21	0.90
FBgn0260461	0.09	0.16	-0.21	0.01	-0.30	0.00	-0.11	0.38	0.38	0.13	0.00	0.84
FBgn0020385	0.43	0.00	0.38	0.02	-0.05	0.73	0.82	0.00	0.03	0.22	0.84	0.06
FBgn0033238	0.11	0.13	-0.10	0.20	-0.21	0.00	0.00	0.98	0.34	0.57	0.02	1.00
FBgn0086359	0.02	0.73	-0.14	0.07	-0.16	0.01	-0.12	0.36	0.86	0.36	0.06	0.82
FBgn0037899	-0.08	0.29	0.04	0.61	0.12	0.10	-0.03	0.80	0.53	0.85	0.22	0.97
FBgn0261258	-0.07	0.18	0.00	0.95	0.06	0.20	-0.07	0.46	0.40	0.98	0.36	0.88
FBgn0035437	0.03	0.60	-0.08	0.23	-0.11	0.06	-0.05	0.65	0.78	0.60	0.15	0.94
FBgn0016687	0.00	0.97	0.00	0.97	0.00	0.99	0.01	0.97	0.99	0.99	0.99	0.99
FBgn0010213	-0.30	0.00	-0.21	0.00	0.09	0.14	-0.52	0.00	0.00	0.06	0.28	0.00
FBgn0023129	-0.26	0.00	0.10	0.23	0.36	0.00	-0.16	0.25	0.01	0.59	0.00	0.73
FBgn0053526	0.00	1.00	0.13	0.03	0.13	0.01	0.13	0.19	1.00	0.25	0.05	0.66
FBgn0001316	-0.02	0.76	0.00	0.99	0.02	0.77	-0.02	0.87	0.89	1.00	0.87	0.98
FBgn0052445	0.13	0.04	-0.08	0.26	-0.21	0.00	0.04	0.71	0.18	0.62	0.01	0.96
FBgn0016031	0.17	0.01	0.05	0.45	-0.11	0.07	0.22	0.06	0.05	0.76	0.17	0.38
FBgn0004587	0.06	0.23	0.10	0.06	0.04	0.35	0.16	0.08	0.47	0.36	0.53	0.44
FBgn0032229	0.12	0.06	-0.05	0.44	-0.17	0.01	0.06	0.59	0.21	0.75	0.03	0.93
FBgn0014469	-0.11	0.46	0.28	0.11	0.39	0.01	0.17	0.56	0.68	0.45	0.04	0.92
FBgn0015586	-0.33	0.03	-0.29	0.10	0.03	0.84	-0.62	0.03	0.15	0.43	0.91	0.27
FBgn0050362	0.12	0.09	-0.09	0.30	-0.21	0.00	0.03	0.80	0.28	0.65	0.02	0.97
FBgn0037530	0.10	0.02	0.08	0.14	-0.03	0.57	0.18	0.04	0.13	0.50	0.72	0.30
FBgn0024251	0.03	0.57	-0.06	0.40	-0.10	0.13	-0.03	0.83	0.76	0.73	0.26	0.98
FBgn0038877	-0.10	0.13	0.16	0.04	0.26	0.00	0.06	0.66	0.34	0.29	0.00	0.94
FBgn0052591	0.13	0.13	-0.09	0.34	-0.22	0.01	0.04	0.82	0.33	0.69	0.04	0.97
FBgn0263197	-0.08	0.16	0.02	0.76	0.10	0.08	-0.06	0.58	0.38	0.91	0.19	0.93
FBgn0050296	-0.25	0.00	-0.23	0.00	0.02	0.74	-0.47	0.00	0.00	0.04	0.84	0.00
FBgn0042138	0.16	0.00	0.06	0.25	-0.09	0.05	0.22	0.02	0.01	0.61	0.13	0.17
FBgn0259680	-0.19	0.00	0.04	0.57	0.24	0.00	-0.15	0.21	0.02	0.82	0.00	0.68
FBgn0010704	-0.06	0.20	0.01	0.80	0.07	0.11	-0.05	0.60	0.43	0.92	0.24	0.93
FBgn0039907	-0.01	0.84	0.00	0.99	0.01	0.82	-0.01	0.92	0.92	0.99	0.90	0.99
FBgn0010825	-0.11	0.17	0.09	0.30	0.20	0.01	-0.01	0.93	0.40	0.65	0.04	0.99
FBgn0033918	0.08	0.15	-0.07	0.27	-0.15	0.01	0.01	0.92	0.36	0.63	0.03	0.99
FBgn0032025	0.22	0.00	0.14	0.07	-0.08	0.26	0.36	0.01	0.02	0.36	0.44	0.08
FBgn0051145	0.06	0.27	0.11	0.07	0.05	0.33	0.17	0.10	0.51	0.37	0.50	0.48
FBgn0001404	0.03	0.67	-0.03	0.71	-0.05	0.40	0.00	1.00	0.83	0.89	0.57	1.00
FBgn0001624	-0.28	0.00	-0.02	0.83	0.26	0.00	-0.30	0.03	0.00	0.94	0.00	0.24
FBgn0027549	0.07	0.34	0.04	0.60	-0.03	0.73	0.11	0.41	0.58	0.84	0.84	0.85
FBgn0037339	0.04	0.41	-0.04	0.46	-0.09	0.09	0.00	0.99	0.64	0.76	0.21	1.00
FBgn0035228	-0.08	0.14	0.08	0.21	0.16	0.00	0.00	0.99	0.36	0.57	0.02	1.00
FBgn0032242	0.13	0.02	-0.04	0.59	-0.17	0.00	0.10	0.38	0.12	0.83	0.02	0.84
FBgn0026084	0.22	0.00	0.23	0.00	0.01	0.92	0.44	0.00	0.02	0.09	0.96	0.02
FBgn0032880	0.02	0.63	0.06	0.20	0.04	0.32	0.09	0.31	0.80	0.56	0.50	0.78
FBgn0033274	0.02	0.80	-0.13	0.09	-0.15	0.03	-0.11	0.38	0.90	0.41	0.09	0.84
FBgn0011336	0.02	0.78	0.04	0.62	0.02	0.76	0.06	0.66	0.90	0.85	0.86	0.94
FBgn0259163	-0.06	0.25	0.07	0.24	0.14	0.01	0.01	0.91	0.49	0.61	0.05	0.99
FBgn0004656	-0.10	0.28	0.09	0.38	0.19	0.03	-0.01	0.97	0.51	0.71	0.10	1.00
FBgn0026179	-0.11	0.02	0.07	0.19	0.18	0.00	-0.04	0.65	0.10	0.55	0.00	0.94
FBgn0053094	-0.03	0.50	0.01	0.82	0.04	0.34	-0.02	0.83	0.71	0.93	0.52	0.98
FBgn0002036	0.03	0.55	-0.08	0.20	-0.11	0.04	-0.05	0.65	0.75	0.57	0.12	0.94
FBgn0038630	0.15	0.03	-0.11	0.17	-0.26	0.00	0.04	0.77	0.15	0.53	0.00	0.96
FBgn0004914	0.02	0.73	0.09	0.09	0.08	0.11	0.11	0.23	0.86	0.41	0.24	0.71
FBgn0028734	0.06	0.30	-0.01	0.90	-0.07	0.24	0.05	0.64	0.54	0.96	0.41	0.94
FBgn0261928	-0.10	0.38	0.10	0.41	0.20	0.07	0.01	0.97	0.61	0.73	0.17	1.00
FBgn0030897	-0.29	0.00	-0.10	0.31	0.19	0.03	-0.39	0.02	0.01	0.66	0.10	0.18
FBgn0031517	0.09	0.36	0.29	0.01	0.20	0.03	0.37	0.04	0.60	0.13	0.10	0.30
FBgn0029859	0.07	0.35	-0.16	0.05	-0.22	0.00	-0.09	0.49	0.59	0.32	0.01	0.89
FBgn0037702	-0.07	0.14	-0.06	0.33	0.02	0.73	-0.13	0.17	0.35	0.67	0.84	0.63
FBgn0025455	-0.10	0.06	0.03	0.61	0.13	0.01	-0.07	0.50	0.22	0.84	0.05	0.90
FBgn0000038	-0.14	0.11	-0.08	0.45	0.07	0.46	-0.22	0.19	0.30	0.76	0.63	0.66
FBgn0001250	-0.16	0.00	-0.04	0.47	0.12	0.03	-0.20	0.04	0.03	0.76	0.09	0.31
FBgn0036415	0.12	0.13	-0.07	0.46	-0.18	0.02	0.05	0.72	0.33	0.76	0.07	0.96
FBgn0004595	0.02	0.92	0.12	0.48	0.10	0.47	0.14	0.63	0.96	0.77	0.64	0.94
FBgn0037288	-0.08	0.29	-0.10	0.23	-0.02	0.76	-0.18	0.20	0.53	0.60	0.86	0.67
FBgn0085468	-0.23	0.00	-0.22	0.00	0.00	0.97	-0.45	0.00	0.00	0.02	0.98	0.00
FBgn0036258	-0.13	0.01	0.00	0.95	0.13	0.01	-0.12	0.20	0.08	0.98	0.04	0.67
FBgn0037363	0.15	0.04	0.18	0.04	0.03	0.72	0.34	0.02	0.17	0.28	0.84	0.20
FBgn0026562	-0.10	0.18	-0.02	0.85	0.08	0.27	-0.11	0.42	0.41	0.94	0.44	0.86
FBgn0003134	0.15	0.03	0.18	0.03	0.02	0.74	0.33	0.02	0.15	0.27	0.84	0.17
FBgn0034459	0.12	0.07	-0.13	0.09	-0.24	0.00	-0.01	0.94	0.24	0.41	0.00	0.99
FBgn0052655	0.14	0.11	-0.08	0.44	-0.22	0.01	0.06	0.70	0.30	0.75	0.05	0.96
FBgn0004889	0.10	0.07	0.05	0.38	-0.04	0.41	0.15	0.14	0.23	0.71	0.58	0.57
FBgn0028479	0.15	0.01	0.10	0.16	-0.05	0.39	0.25	0.03	0.08	0.52	0.56	0.27
FBgn0014018	0.13	0.10	-0.06	0.53	-0.19	0.02	0.08	0.62	0.28	0.80	0.07	0.94
FBgn0015513	0.15	0.02	0.11	0.15	-0.04	0.50	0.26	0.04	0.11	0.51	0.66	0.30
FBgn0053558	-0.06	0.40	0.13	0.10	0.19	0.01	0.07	0.59	0.64	0.44	0.03	0.93
FBgn0038697	0.07	0.28	-0.16	0.04	-0.23	0.00	-0.08	0.50	0.52	0.29	0.01	0.90
FBgn0030343	-0.01	0.87	-0.03	0.53	-0.03	0.58	-0.04	0.64	0.94	0.80	0.72	0.94
FBgn0051158	-0.13	0.06	0.11	0.17	0.24	0.00	-0.02	0.88	0.22	0.53	0.01	0.99
FBgn0028902	0.07	0.30	-0.18	0.03	-0.26	0.00	-0.11	0.44	0.54	0.25	0.00	0.87
FBgn0038683	0.08	0.16	-0.07	0.27	-0.14	0.01	0.01	0.94	0.38	0.63	0.04	0.99
FBgn0010280	-0.05	0.31	0.01	0.83	0.06	0.21	-0.04	0.69	0.55	0.94	0.37	0.95
FBgn0033484	-0.15	0.00	-0.04	0.51	0.11	0.03	-0.19	0.06	0.04	0.79	0.10	0.37
FBgn0000182	0.03	0.62	-0.13	0.07	-0.16	0.01	-0.10	0.40	0.79	0.36	0.04	0.85
FBgn0028695	0.15	0.01	0.07	0.28	-0.08	0.13	0.22	0.04	0.05	0.63	0.27	0.29
FBgn0028538	0.03	0.56	0.05	0.41	0.02	0.72	0.08	0.42	0.75	0.73	0.83	0.86
FBgn0031645	0.00	0.95	0.29	0.00	0.28	0.00	0.29	0.01	0.98	0.00	0.00	0.14
FBgn0031392	0.03	0.63	-0.13	0.04	-0.16	0.00	-0.11	0.32	0.80	0.28	0.02	0.79
FBgn0264707	-0.07	0.23	0.05	0.52	0.12	0.05	-0.03	0.81	0.46	0.80	0.14	0.97
FBgn0036398	-0.13	0.29	0.05	0.73	0.17	0.15	-0.08	0.73	0.53	0.90	0.29	0.96
FBgn0022768	-0.10	0.09	-0.03	0.70	0.07	0.21	-0.13	0.26	0.27	0.88	0.37	0.73
FBgn0001187	0.05	0.57	-0.13	0.20	-0.18	0.04	-0.08	0.63	0.76	0.56	0.12	0.94
FBgn0035007	0.10	0.17	-0.17	0.05	-0.28	0.00	-0.07	0.63	0.40	0.31	0.00	0.94
FBgn0028646	-0.10	0.13	-0.25	0.00	-0.15	0.03	-0.35	0.01	0.34	0.04	0.09	0.08
FBgn0042710	0.12	0.08	-0.10	0.20	-0.22	0.00	0.02	0.89	0.26	0.56	0.01	0.99
FBgn0010246	-0.08	0.44	0.06	0.59	0.15	0.16	-0.02	0.93	0.66	0.84	0.31	0.99
FBgn0264981	-0.12	0.23	-0.04	0.73	0.08	0.42	-0.16	0.40	0.47	0.90	0.59	0.85
FBgn0039501	0.09	0.17	-0.13	0.08	-0.21	0.00	-0.04	0.74	0.39	0.39	0.01	0.96
FBgn0041713	0.15	0.11	0.10	0.35	-0.05	0.59	0.26	0.16	0.30	0.69	0.74	0.61
FBgn0036833	0.20	0.02	0.22	0.03	0.02	0.80	0.43	0.01	0.12	0.24	0.88	0.14
FBgn0036451	-0.02	0.74	0.08	0.25	0.10	0.09	0.06	0.61	0.87	0.61	0.22	0.93
FBgn0038465	0.17	0.05	0.17	0.07	0.00	0.97	0.34	0.03	0.18	0.38	0.98	0.28
FBgn0033391	-0.21	0.00	0.04	0.51	0.25	0.00	-0.17	0.09	0.00	0.79	0.00	0.45
FBgn0038130	-0.17	0.03	-0.19	0.03	-0.03	0.71	-0.36	0.01	0.13	0.23	0.83	0.14
FBgn0039214	-0.02	0.78	0.05	0.54	0.08	0.32	0.03	0.82	0.89	0.81	0.50	0.98
FBgn0051221	-0.07	0.38	-0.02	0.86	0.05	0.50	-0.09	0.58	0.62	0.95	0.66	0.93
FBgn0039923	0.07	0.32	-0.01	0.86	-0.09	0.23	0.06	0.68	0.55	0.95	0.39	0.95
FBgn0038400	-0.24	0.00	-0.19	0.01	0.06	0.37	-0.43	0.00	0.00	0.14	0.55	0.01
FBgn0010786	-0.09	0.22	-0.03	0.71	0.06	0.42	-0.12	0.39	0.45	0.89	0.59	0.84
FBgn0016975	-0.24	0.00	-0.02	0.84	0.23	0.00	-0.26	0.06	0.01	0.94	0.01	0.39
FBgn0263776	0.02	0.77	0.07	0.31	0.05	0.37	0.09	0.44	0.89	0.66	0.55	0.87
FBgn0024320	0.04	0.54	0.05	0.49	0.01	0.87	0.09	0.46	0.74	0.78	0.92	0.88
FBgn0037051	0.02	0.65	-0.05	0.42	-0.08	0.16	-0.03	0.80	0.81	0.74	0.32	0.97
FBgn0039714	0.03	0.54	-0.06	0.28	-0.09	0.06	-0.03	0.74	0.74	0.63	0.16	0.96
FBgn0039311	-0.63	0.00	-0.09	0.61	0.54	0.00	-0.72	0.01	0.00	0.84	0.01	0.16
FBgn0052119	0.04	0.51	-0.11	0.11	-0.15	0.01	-0.07	0.54	0.72	0.46	0.05	0.92
FBgn0027339	-0.10	0.30	0.06	0.58	0.16	0.09	-0.04	0.84	0.54	0.83	0.21	0.98
FBgn0028847	0.10	0.14	-0.16	0.04	-0.25	0.00	-0.06	0.62	0.36	0.28	0.00	0.94
FBgn0028327	0.15	0.03	0.02	0.78	-0.13	0.06	0.17	0.19	0.14	0.92	0.16	0.65
FBgn0037442	0.01	0.83	0.08	0.13	0.07	0.12	0.09	0.31	0.92	0.47	0.26	0.78
